name,short_description,description,ne_description,brand,model_number,sku,weight_net,msrp,price,ne_item_descriptoin,name_long,feature,product_type,subcategory,ne_subcategory_by_code,manufacturer,manufacturer_code,ne_manufacturer_part,upc_number,length,width,height,weight,ne_length_cm,ne_width_cm,ne_height_cm,ne_package_weight_kg,oem,country_of_manufacture,mfrproductpagelink,restricted_item_mark,orm_d,msds_sheet,warning,return_policy,ne_part_warranty,ne_rma_refund_day,ne_rma_replacement_day,ne_labor_warranty,website_subcategory,ne_website_subcateogory_code,ne_ws_subcategory,ne_buyer,ne_merchandiser,large_flag,ewra,ne_product_specifications,attribute_set
"Rosewill RTCG-CF210X Remanufactured Toner Cartridge Replacement for HP 131X CF210X, Black                                                                                                                                                              ",,,,Rosewill                                ,RTCG-CF210X         ,28-228-781               ,0.78,40.99,0,TON ROSEWILL|RTCG-CF210X R         ,Rosewill RTCG-CF210X Remanufactured Toner Cartridge Replaces HP 131X CF210X; Black                                                                                                                                                              ,Black    2400 Pages    Compatible Products HP LaserJet Pro 200 Color M251n/ M251nw/ MFP M276/ MFP M276nw                                                                                                ,Normal Item,Printer / Fax - Toners - Aftermarket                        ,3224,Rosewill                                ,2177,RTCG-CF210X         ,840951114773,14.3,6.7,4,0.78,0,0,0,0,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,3253,Printer / Fax - Toners - Aftermarket,CHERRY.J.YUAN       ,Donald.H.Zhu,S,,,c04_printer-ink-cartridges-aftermarket
"Rosewill RTCG-CF211A Remanufactured High Yield  Toner Cartridge Replacement for HP 131A CF211A, Cyan                                                                                                                                                   ",,,,Rosewill                                ,RTCG-CF211A         ,28-228-782               ,0.78,37.99,0,TON ROSEWILL|RTCG-CF211A R         ,Rosewill RTCG-CF211A Remanufactured High Yield  Toner Cartridge Replaces HP 131A CF211A; Cyan                                                                                                                                                   ,Cyan      Compatible Products HP LaserJet Pro 200 Color M251n/ M251nw/ MFP M276/ MFP M276nw                                                                                                             ,Normal Item,Printer / Fax - Toners - Aftermarket                        ,3224,Rosewill                                ,2177,RTCG-CF211A         ,840951114780,14.3,6.7,4,0.78,0,0,0,0,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,3253,Printer / Fax - Toners - Aftermarket,CHERRY.J.YUAN       ,Donald.H.Zhu,S,,,c04_printer-ink-cartridges-aftermarket
"Rosewill RTCG-CF212A Remanufactured High Yield Toner Cartridge Replacement for HP 131A CF212A, Yellow                                                                                                                                                  ",,,,Rosewill                                ,RTCG-CF212A         ,28-228-783               ,0.78,37.99,0,TON ROSEWILL|RTCG-CF212A R         ,Rosewill RTCG-CF212A Remanufactured High Yield Toner Cartridge Replaces HP 131A CF212A; Yellow                                                                                                                                                  ,Yellow    1800 Pages    Compatible Products HP LaserJet Pro 200 Color M251n/ M251nw/ MFP M276/ MFP M276nw                                                                                               ,Normal Item,Printer / Fax - Toners - Aftermarket                        ,3224,Rosewill                                ,2177,RTCG-CF212A         ,840951114797,14.3,6.7,4,0.78,0,0,0,0,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,3253,Printer / Fax - Toners - Aftermarket,CHERRY.J.YUAN       ,Donald.H.Zhu,S,,,c04_printer-ink-cartridges-aftermarket
"Rosewill RTCG-CF213A Remanufactured High Yield Toner Cartridge Replacement for HP 131A CF213A, Magenta                                                                                                                                                 ",,,,Rosewill                                ,RTCG-CF213A         ,28-228-784               ,0.78,37.99,0,TON ROSEWILL|RTCG-CF213A R         ,Rosewill RTCG-CF213A Remanufactured High Yield Toner Cartridge Replaces HP 131A CF213A; Magenta                                                                                                                                                 ,Magenta    1800 Pages    Compatible Products HP LaserJet Pro 200 Color M251n/ M251nw/ MFP M276/ MFP M276nw                                                                                              ,Normal Item,Printer / Fax - Toners - Aftermarket                        ,3224,Rosewill                                ,2177,RTCG-CF213A         ,840951114803,14.3,6.7,4,0.78,0,0,0,0,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,3253,Printer / Fax - Toners - Aftermarket,CHERRY.J.YUAN       ,Donald.H.Zhu,S,,,c04_printer-ink-cartridges-aftermarket
Rosewill RCN-SC106 - LCD Screen Cleaner (Large) - 3.3 Fl. Oz. (100 ml) Solution                                                                                                                                                                 ,,,,Rosewill                                ,RCN-SC106           ,82-021-001               ,0.71,29.99,23,ACC MNTR|ROSEW CL KIT RCN-SC106    ,Rosewill RCN-SC106 - LCD Screen Cleaner (Large) - 3.3 Fl. Oz. (100 ml) Solution                                                                                                                                                                 ,"RCN-SC106   Screen, Monitor, LCD, TV cleaner                                                                                                                                                            ",Normal Item,Accessories - Monitors                                      ,233,Rosewill                                ,2177,RCN-SC106           ,898745009347,10.5,6.05,3.35,0.71,26.67,15.367,8.509,0.32205032,N,CHN,http://www.rosewill.com/products/s_553/productDetail.htm                                                                                                                                                ,N,N,,,44,Standard Return Policy,30,30,360,360,233,Accessories - Monitors,KIM.K.LAU           ,KIM.K.LAU           ,S,,,c19_home-electronics-accessories
Rosewill RCW-H9004 - 12-Foot 3.5mm Audio Extension Cable ,,,,Rosewill                                ,RCW-H9004           ,82-021-049               ,0.11,3.99,0,"Audio Ext. Cable 12"" Rose RCW-H9004",Rosewill - 3.5mm Audio Extension Cable - 12 FEET                                                                                                                                                                                                ,Extend Your Audio Distance  Fully Molded  Female - Male                                                                                                                                                 ,Normal Item,Cables - 3.5mm / 2.5mm Stereo Cables                        ,2808,Rosewill                                ,2177,RCW-H9004           ,898745016482,7.65,5.75,0.9,0.11,19.43,14.61,2.29,0.0499,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,2810,Cables - 3.5mm / 2.5mm Stereo Cables                        ,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b07_cables-3.5mm/2.5mm-stereo-cables
Rosewill RCW-H9008 - Mini-Stereo Audio Cable - 12 Feet Long,,,,Rosewill                                ,RCW-H9008           ,82-021-053               ,0.1,3.49,0,Mini Audio 12FT Rose RCW-H9008     ,Rosewill RCW-H9008 - Mini-Stereo Audio Cable - 12 Feet                                                                                                                                                                                          ,Fully Molded  Foil Shielded  Male - Male                                                                                                                                                                ,Normal Item,Cables - 3.5mm / 2.5mm Stereo Cables                        ,2808,Rosewill                                ,2177,RCW-H9008           ,898745016529,7.65,5.7,0.9,0.1,19.43,14.48,2.29,0.0454,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,2810,Cables - 3.5mm / 2.5mm Stereo Cables                        ,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b07_cables-3.5mm/2.5mm-stereo-cables
Rosewill RCW-H9009 - Mini-Stereo Audio Cable - 6 Feet Long,,,,Rosewill                                ,RCW-H9009           ,82-021-054               ,0.07,2.99,0,"Mini Audio Cable  6"" ROSE RCW-H9009",Rosewill RCW-H9009 - Mini-Stereo Audio Cable - 6 Feet                                                                                                                                                                                           ,Fully Molded  Foil Shielded  Male - Male                                                                                                                                                                ,Normal Item,Cables - 3.5mm / 2.5mm Stereo Cables                        ,2808,Rosewill                                ,2177,RCW-H9009           ,898745016536,7.65,5.7,1.35,0.07,19.431,14.478,3.429,0.03175144,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,2810,Cables - 3.5mm / 2.5mm Stereo Cables                        ,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b07_cables-3.5mm/2.5mm-stereo-cables
Rosewill RCW-H9010 - 3.5mm Stereo Splitter Cable - 6 Inches                                                                                                                                                                                     ,,,,Rosewill                                ,RCW-H9010           ,82-021-055               ,0.02,3.99,0,"Audio Split 6"" Cab Rose RCW-H9010  ",Rosewill RCW-H9010 - 3.5mm Stereo Splitter Cable - 6 Inches                                                                                                                                                                                     ,Fully Molded  Gold Terminals  1 Male ¨C 2 Female                                                                                                                                                         ,Normal Item,Cables - 3.5mm / 2.5mm Stereo Cables                        ,2808,Rosewill                                ,2177,RCW-H9010           ,898745016543,6.15,3.55,0.9,0.02,15.62,9.02,2.29,0.0091,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,2810,Cables - 3.5mm / 2.5mm Stereo Cables                        ,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b07_cables-3.5mm/2.5mm-stereo-cables
Rosewill RCW-H9012 - Mini-Stereo to RCA Audio Cable - 6 Feet Long,,,,Rosewill                                ,RCW-H9012           ,82-021-057               ,0.12,2.99,0,Mini-RCA 6FT Cable Rose RCW-H9012  ,Rosewill RCW-H9012 - Mini-Stereo to RCA Audio Cable - 6 Feet                                                                                                                                                                                    ,Connector Adapter  1 Male ¨C 2 Male  Black                                                                                                                                                               ,Normal Item,Cables - 3.5mm / 2.5mm Stereo Cables                        ,2808,Rosewill                                ,2177,RCW-H9012           ,898745016567,9.35,4.7,0.9,0.12,23.75,11.94,2.29,0.0544,N,CHN,http://www.rosewill.com/products/s_1461/productDetail.htm                                                                                                                                               ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,2810,Cables - 3.5mm / 2.5mm Stereo Cables                        ,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b25_cables-rca-cables
Rosewill RCW-H9014 - HDMI to DVI (24 + 1) Cable - 6 Feet Long,,,,Rosewill                                ,RCW-H9014           ,82-021-059               ,0.34,12.99,3,"HDMI-DVI ROSE 6""CABLE RCW-H9014 M-M",Rosewill - HDMI to DVI (24 + 1) Cable - 6 Feet                                                                                                                                                                                                  ,High performance  High resolution  High definition                                                                                                                                                      ,Normal Item,Cables - HDMI Cables                                        ,2807,Rosewill                                ,2177,RCW-H9014           ,898745016581,11.2,6.4,0.9,0.34,28.45,16.26,2.29,0.1542,N,CHN,http://www.rosewill.com/products/1226/productDetail.htm                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,2809,Cables - HDMI Cables                                        ,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b16_cables-hdmi-cables
Rosewill RCW-H9015 - DVI-D (24+1) to HDMI Adapter                                                                                                                                                                                                 ,,,,Rosewill                                ,RCW-H9015           ,82-021-060               ,0.06,9.99,4,ADAPTER ROSEWILL| RCW-H9015 R      ,Rosewill RCW-H9015 DVI-D (24+1) to HDMI Adapter                                                                                                                                                                                                 ,Color: Black  Connectors: 2  Terminal Gender: M-F                                                                                                                                                       ,Normal Item,Video Adapters                                              ,3043,Rosewill                                ,2177,RCW-H9015           ,898745016598,6.1,3.65,0.9,0.06,15.49,9.27,2.29,0.0272,N,CHN,http://www.rosewill.com/products/1229/ProductDetail_Specifications.htm                                                                                                                                  ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,3045,Video Adapters,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b65_video-adapters
Rosewill RCW-H9016 - RCA Plug Coupler 2 Pack                                                                                                                                                                                                      ,,,,Rosewill                                ,RCW-H9016           ,82-021-061               ,0.05,3.49,0,RCA Plug Coupler Rose RCW-H9016    ,Rosewill RCW-H9016 RCA Plug Coupler 2 Pack                                                                                                                                                                                                      ,Color: Black & Red   Connectors: 4   RCA Female to RCA Female / Female 2-Piece Kit for Splicing Together Composite Audio Cables   Gold Plated Connectors Provide Maximum Corrosion Resistance           ,Normal Item,Audio Adapters                                              ,3018,Rosewill                                ,2177,RCW-H9016           ,898745016604,6.25,3.75,0.9,0.05,15.88,9.53,2.29,0.0227,N,CHN,http://www.rosewill.com/products/1230/productDetail.htm                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,3020,Audio Adapters,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b65_video-adapters
Rosewill RCW-H9019 - F-Plug Coupler 2-Pack                                                                                                                                                                                                        ,,,,Rosewill                                ,RCW-H9019           ,82-021-064               ,0.03,3.99,0,Coaxial Coupler F Rose RCW-H9019   ,Rosewill RCW-H9019 F Plug Coupler 2-Pack                                                                                                                                                                                                        ,F-F   Gold-Plated                                                                                                                                                                                       ,Normal Item,Video Adapters                                              ,3043,Rosewill                                ,2177,RCW-H9019           ,898745016635,6.15,3.65,0.9,0.03,15.62,9.27,2.29,0.0136,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,3045,Video Adapters,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b65_video-adapters
Rosewill RCW-H9020 - 3-Way Coaxial Cable Splitter                                                                                                                                                                                                         ,,,,Rosewill                                ,RCW-H9020           ,82-021-065               ,0.05,4.99,0,Coaxial Spliter1-3 ROSE RCW-H9020  ,Rosewill - 3-Way Coaxial Cable Splitter                                                                                                                                                                                                         ,4 Connector Number   Gold                                                                                                                                                                               ,Normal Item,Audio/Video Splitters                                       ,3048,Rosewill                                ,2177,RCW-H9020           ,898745016642,6.3,3.55,0.9,0.05,16,9.02,2.29,0.0227,N,CHN,http://www.rosewill.com/products/1472/productDetail.htm                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,3050,Audio/Video Splitters                                       ,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b65_video-adapters
Rosewill RCW-H9021 - DVI Female to HDMI Male Adapter                                                                                                                                                                                                      ,,,,Rosewill                                ,RCW-H9021           ,82-021-066               ,0.06,6.99,0,ADAPTER ROSEWILL| RCW-H9021 R      ,Rosewill - DVI Female to HDMI Male Adapter                                                                                                                                                                                                      ,Ideal for connecting a digital source to an HDMI display  Pure digital connection with no signal degradation  Gold plating contacts for worry-free performance                                          ,Normal Item,Video Adapters                                              ,3043,Rosewill                                ,2177,RCW-H9021           ,898745016659,6.2,3.6,0.75,0.06,15.748,9.144,1.905,0.02721552,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",59,Computer Cables and Accessories Extended Return Policy,45,365,360,360,3045,Video Adapters,Howard.C.Lin        ,Melissa.J.Huang     ,S,,,b65_video-adapters
"Rosewill RMS-MT2790 - 13"" - 24"" LCD LED TV Tilt / Swivel Wall Mount, Max. Load 44 lbs, VESA Mount Up to 100 x 100mm, Black",,,,Rosewill                                ,RMS-MT2790          ,82-021-071               ,1.7,29.99,13,"RMS-MT2790 13-27""  TV BRACKET Rose ","Rosewill RMS-MT2790 13"" - 24"" LCD LED TV Tilt/Swivel Wall Mount, Max Load 44 lbs, Max VESA 100 x 100mm, Black                                                                                                                                   ","Max. load 44 lbs.   Cable Management   VESA Compatible   Tilt Range: +13.8¡ã to -13.8¡ã  Swivel Range: 35¡ã left to 35¡ã right   3.62"" Depth                                                                ",Normal Item,TV Brackets                                                 ,696,Rosewill                                ,2177,RMS-MT2790          ,898745017069,7,5.1,3.6,1.7,17.78,12.954,9.144,0.7711064,N,TWN,http://www.rosewill.com/products/1159/ProductDetail_Overview.htm                                                                                                                                        ,N,N,,,44,Standard Return Policy,30,30,360,360,696,TV Brackets,Edna.W.Tsung        ,Edna.W.Tsung        ,S,,,c32_tv-brackets
Rosewill R-HCO-11001 - Infrared Halogen Convection Oven ,,,,Rosewill                                ,R-HCO-11001         ,96-268-036               ,15.55,69.99,10,CONVECTN OVEN ROSEWILL R-HCO-11001 ,Rosewill Infrared Halogen Convection Oven R-HCO-11001                                                                                                                                                                                           ,Low Fat Cooking  Heat Resistant Glass Bowl  Simple To Use Dial  Cooks up to 50% faster  Dishwasher Safe                                                                                                 ,Normal Item,Toaster Ovens                                               ,664,Rosewill                                ,2177,R-HCO-11001         ,898745044485,15.1,15,10,15.55,38.354,38.1,25.4,7.0533556,N,CHN,http://www.rosewill.com/products/1791/productDetail.htm                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,664,Toaster Ovens,KENNY.T.CHAN        ,KENNY.T.CHAN        ,L,,,c31_toaster-ovens
"Rosewill RLDL-11001 - 3-Watt LED Desk Lamp - 240 Lumens, 5000K ",,,,Rosewill                                ,RLDL-11001          ,48-023-262               ,2.96,69.99,35,DESK LAMP ROSEWILL| RLDL-11001 R   ,"Rosewill RLDL-11001 - 3-Watt LED Desk Lamp - 240 Lumens, 5000K                                                                                                                                                                                  ",Lamps  LED  240 lumens  4.2W                                                                                                                                                                            ,Normal Item,OS - Office Furniture                                       ,3294,Rosewill                                ,2177,RLDL-11001          ,898745048384,17.8,8.5,4.4,2.96,45.212,21.59,11.176,1.34263232,N,CHN,http://www.rosewill.com/products/1939/ProductDetail_Overview.htm                                                                                                                                        ,N,N,,,44,Standard Return Policy,30,30,365,365,3332,OS - Office Furniture                                       ,CHERRY.J.YUAN       ,Charlie.H.Chiu,S,,,c03_os-office-furniture
Rosewill RSL-113 - Dual Head PIR Solar Motion Sensor Light                                                                                                                                                                                      ,,,,Rosewill                                ,RSL-113             ,82-021-195               ,2.66,49.99,10,EX LIGHT ROSEWILL RSL-113 RTL      ,Rosewill RSL-113 - Dual Head PIR Solar Motion Sensor Light                                                                                                                                                                                      ,Two 1-Watt LED lights  18 Feet of Detection Range  25 to 35-Second Light Duration per Detection                                                                                                         ,Normal Item,HI - Spot Lights                                            ,2864,Rosewill                                ,2177,RSL-113             ,898745048735,9.7,9.6,5.8,2.66,24.638,24.384,14.732,1.20655472,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,2866,HI - SpotLights,Luke.S.Huang        ,Luke.S.Huang        ,S,,,c18_spotlights
"Rosewill RHTB-11001 - 32"" - 60"" LCD LED TV Tilt Wall Mount - Max. Load 130 lb. Television, VESA Up to 600 x 400 mm, Black                                                                                                                       ",,,,Rosewill                                ,RHTB-11001          ,82-021-196               ,9.3,99.99,65,TV BRACKET ROSEWILL | RHTB-11001 RT,"Rosewill RHTB-11001 ¨C 32"" - 60"" LCD LED TV Tilt Wall Mount ¨C Max. Load 130 lb. Television, VESA Up to 600 x 400 mm, Black                                                                                                                       ",Profile: 1.8¡± (4.5 cm)  Max. Load 130 lb.  Lockable Anti-Theft Safety Design  Tilt : 15¡ã Down                                                                                                           ,Normal Item,TV Brackets                                                 ,696,Rosewill                                ,2177,RHTB-11001          ,898745048827,28.2,7.7,3,9.3,71.628,19.558,7.62,4.2184056,N,CHN,http://www.rosewill.com/products/1815/productDetail.htm                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,696,TV Brackets,Edna.W.Tsung        ,Edna.W.Tsung        ,L,,,c32_tv-brackets
"Rosewill RHTB-11002 - 26"" - 55"" LCD LED TV Lockable Tilt Wall Mount - Max. Load 100 lb. Television, VESA Up to 400 x 400 mm, Black                                                                                                              ",,,,Rosewill                                ,RHTB-11002          ,82-021-197               ,8.15,79.99,50,TV BRACKET ROSEWILL | RHTB-11002 RT,"Rosewill RHTB-11002 - 26"" - 55"" LCD LED TV Lockable Tilt Wall Mount - Max. Load 100 lb. Television, VESA Up to 400 x 400 mm, Black                                                                                                              ",Max. Load 100 lb.  Lockable Anti-Theft Safety Design  Tilt:15¡ã Down  Safety Bar                                                                                                                         ,Normal Item,TV Brackets                                                 ,696,Rosewill                                ,2177,RHTB-11002          ,898745048834,19.9,7.7,2.3,8.15,50.546,19.558,5.842,3.6967748,N,CHN,http://www.rosewill.com/products/1816/productDetail.htm                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,696,TV Brackets,Edna.W.Tsung        ,Edna.W.Tsung        ,L,,,c32_tv-brackets
"Rosewill RHTB-11003 - 26"" - 55"" LCD LED TV Low-Profile Slim Flat Wall Mount - Max. Load 100 lb. Television, VESA Up to 400 x 400mm, Black                                                                                                       ",,,,Rosewill                                ,RHTB-11003          ,82-021-198               ,3.05,39.99,22,TV BRACKET ROSEWILL | RHTB-11003 RT,"Rosewill RHTB-11003 - 26"" - 55"" LCD LED TV Low-Profile Slim Flat Wall Mount - Max. Load 100 lb. Television, VESA Up to 400 x 400mm, Black                                                                                                       ","Max. Load 100 lbs.   Low Profile: 1.1"" (2.75 cm)   Automatic Safety Lock                                                                                                                                ",Normal Item,TV Brackets                                                 ,696,Rosewill                                ,2177,RHTB-11003          ,898745048841,22.3,5.3,1.7,3.05,56.642,13.462,4.318,1.3834556,N,CHN,http://www.rosewill.com/products/1817/productDetail.htm                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,696,TV Brackets,Edna.W.Tsung        ,Edna.W.Tsung        ,L,,,c32_tv-brackets
"Rosewill RHTB-11004 - 37"" - 65"" LCD LED TV Low-Profile Slim Flat Wall Mount - Max. Load 150 lb. Television, VESA Up to 800 x 400mm, Black                                                                                                       ",,,,Rosewill                                ,RHTB-11004          ,82-021-199               ,3.95,49.99,30,TV BRACKET ROSEWILL | RHTB-11004 RT,"Rosewill RHTB-11004 - 37"" - 65"" LCD LED TV Low-Profile Slim Flat Wall Mount - Max. Load 150 lb. Television, VESA Up to 800 x 400mm, Black                                                                                                       ","Max. Load 150 lb.  Low Profile: 1.1"" (2.75 cm)  Automatic Safety Lock                                                                                                                                   ",Normal Item,TV Brackets                                                 ,696,Rosewill                                ,2177,RHTB-11004          ,898745048858,37.6,5.6,1.7,3.95,95.504,14.224,4.318,1.7916884,N,CHN,http://www.rosewill.com/products/1818/productDetail.htm                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,696,TV Brackets,Edna.W.Tsung        ,Edna.W.Tsung        ,L,,,c32_tv-brackets
Rosewill RFFC-11004 - Fabric Manager¡¯s Chair with Padded Lumbar Support - Black                                                                                                                                                                 ,,,,Rosewill                                ,RFFC-11004          ,46-202-293               ,34,99.99,30,CHAIR ROSEWILL| RFFC-11004 R       ,Rosewill RFFC-11004 - Fabric Manager¡¯s Chair with Padded Lumbar Support - Black                                                                                                                                                                 ,Overall Depth: 28-1/2¡±  Overall Height Maximum: 40-1/8¡±  Overall Height Minimum: 36-1/2¡±  Overall Width: 23-3/4¡±  Overall Weight: 27.6 lbs                                                              ,Normal Item,OS - Office Furniture                                       ,3294,Rosewill                                ,2177,RFFC-11004          ,898745040432,23.9,23.7,13.1,34,60.706,60.198,33.274,15.422128,N,CHN,http://www.rosewill.com/products/1827/productDetail.htm                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,3332,OS - Office Furniture                                       ,CHERRY.J.YUAN       ,Charlie.H.Chiu,L,,,c03_os-office-furniture
"Rosewill RFFC-11008 - Black, High Back Executive LeatherPlus Chair                                                                                                                                                                              ",,,,Rosewill                                ,RFFC-11008          ,46-202-297               ,39.85,199.99,80,CHAIR ROSEWILL | RFFC-11008 R      ,"Rosewill RFFC-11008 - Black, High Back Executive LeatherPlus Chair                                                                                                                                                                              ",Beautifully Upholstered with LeatherPlus  Ergonomic Back Design with Lumbar Support  4-Point Loop Armrests                                                                                              ,Normal Item,OS - Office Furniture                                       ,3294,Rosewill                                ,2177,RFFC-11008          ,898745040845,29.2,26.1,14,39.85,74.168,66.294,35.56,18.0756412,N,CHN,http://www.rosewill.com/products/1834/ProductDetail_Overview.htm                                                                                                                                        ,N,N,,,44,Standard Return Policy,30,30,365,365,3332,OS - Office Furniture                                       ,CHERRY.J.YUAN       ,Charlie.H.Chiu,L,,,c03_os-office-furniture
"Rosewill RCGP-11001 - Universal Dashboard & Window Mount for Cell Phones, iPhones, GPS, MP3 Players - Black                                                                                                                                     ",,,,Rosewill                                ,RCGP-11001          ,58-991-012               ,2.07,29.99,20,CP ACC ROSEWILL | RCGP-11001 RT    ,"Rosewill RCGP-11001 - Universal Dashboard & Window Mount for Cell Phones, iPhones, GPS, MP3 Players - Black                                                                                                                                     ",Move from Car to Car with Easy Removal to Prevent Theft  Mounts to Windshield via Locking Suction or use Weighted Anti-Skid Friction Base (Included)                                                    ,Normal Item,Cell Phone - Mounts & Holders                               ,2955,Rosewill                                ,2177,RCGP-11001          ,898745040982,7.2,6.9,3.8,2.07,18.288,17.526,9.652,0.93893544,N,CHN,http://www.rosewill.com/products/1945/ProductDetail_Overview.htm                                                                                                                                        ,N,N,,,44,Standard Return Policy,30,30,365,365,2957,Cell Phone - Mounts & Holders,FRED.F.YANG         ,FRED.F.YANG         ,S,,,b38_cell-phone-mounts-&-holders
"Rosewill RHTB-11006 - 32"" to 60"" LCD LED TV Tilt Wall Mount - Max. Load 132 lb. Television, VESA Up to 700 x 500mm, Black                                                                                                                       ",,,,Rosewill                                ,RHTB-11006          ,82-021-205               ,7.3,79.99,50,TV BRACKET ROSEWILL | RHTB-11006 RT,"Rosewill RHTB-11006 - 32"" to 60"" LCD LED TV Tilt Wall Mount - Max. Load 132 lb. Television, VESA Up to 700 x 500mm, Black                                                                                                                       ",Max. Load 132 lb.  Lockable Anti-Theft Safety Design  Tilt Up: 10 Degrees / Down: 15 Degrees                                                                                                            ,Normal Item,TV Brackets                                                 ,696,Rosewill                                ,2177,RHTB-11006          ,898745044997,31.5,6.8,2.8,7.3,80.01,17.272,7.112,3.3112216,N,CHN,http://www.rosewill.com                                                                                                                                                                                 ,N,N,,,44,Standard Return Policy,30,30,365,365,696,TV Brackets,Edna.W.Tsung        ,Edna.W.Tsung        ,L,,,c32_tv-brackets
Rosewill RHRC-11001 - Windows Vista / 7 / 8 MCE Infrared Remote Control with Learning Function                                                                                                                                                  ,,,,Rosewill                                ,RHRC-11001          ,80-101-007               ,0.68,39.99,18,REMOTE ROSEWILL | RHRC-11001 RT    ,Rosewill RHRC-11001 - Windows Vista / 7 / 8 MCE Infrared Remote Control with Learning Function                                                                                                                                                  ,"Transceiver with Learning Function  Includes All Buttons and Functions Necessary for Microsoft Certification, Including Official Green Button  RC6 and MCIR Keyboard Protocols are Supported            ",Normal Item,Digital Media Remote                                        ,283,Rosewill                                ,2177,RHRC-11001          ,898745045055,8,6,1.9,0.68,20.32,15.24,4.826,0.30844256,N,CHN,http://www.rosewill.com/products/1940/ProductDetail_Overview.htm                                                                                                                                        ,N,N,,"(101) The products listed on this page contains chemicals known to the State of California to cause cancer, or birth defects or other reproductive harm.",44,Standard Return Policy,30,30,365,365,283,Digital Media Remote,Edna.W.Tsung        ,Edna.W.Tsung        ,S,,,c10_digital-media-remote
